+,0,24.91,
+,1,25.67,
+,2,25.50,
+,3,25.75,
+,4,26.00,
+,5,25.92,
+,6,25.75,
+,7,26.08,
+,8,26.34,
+,9,26.60,
+,10,26.94,
+,11,26.94,
+,12,27.27,
+,13,26.94,
+,14,27.18,
+,15,27.36,
+,16,27.96,
+,17,28.73,
+,18,28.73,
+,19,28.99,
+,20,29.68,
+,21,29.42,
+,22,29.68,
+,23,30.03,
+,24,30.46,
+,25,30.82,
+,26,31.17,
+,27,31.35,
+,28,31.97,
+,29,32.68,
+,30,33.14,
+,31,33.68,
+,32,33.32,
+,33,33.59,
+,34,33.96,
+,35,34.14,
+,36,34.97,
+,37,35.35,
+,38,35.35,
+,39,36.19,
+,40,36.19,
+,41,36.39,
+,42,36.29,
+,43,36.87,
+,44,36.77,
+,45,37.06,
+,46,37.44,
+,47,37.34,
,,48,38.32,
,,49,37.83,
,,50,38.03,
,,51,38.32,
,,52,38.62,
-,53,39.31,
-,54,38.82,
-,55,38.92,
-,56,38.03,
-,57,38.12,
-,58,38.03,
,,59,37.83,
,,60,37.44,
,,61,37.34,
,,62,37.15,
,,63,37.44,
,,64,37.44,
,,65,37.25,
,,66,37.25,
,,67,36.87,
,,68,37.06,
,,69,37.34,
,,70,37.74,
,,71,37.64,
,,72,37.93,
,,73,38.32,
,,74,38.52,
-,75,39.22,
-,76,39.51,
-,77,39.02,
-,78,38.62,
-,79,38.22,
-,80,37.54,
-,81,37.44,
,,82,37.06,
,,83,36.68,
,,84,36.77,
,,85,36.58,
+,86,37.06,
+,87,37.06,
+,88,37.25,
+,89,37.15,
+,90,36.96,
+,91,37.15,
+,92,37.74,
+,93,37.83,
,,94,37.93,
,,95,38.32,
,,96,38.32,
,,97,38.22,
,,98,38.72,
,,99,39.12,
-,100,39.31,
-,101,39.02,
-,102,38.92,
-,103,38.42,
-,104,37.93,
,,105,37.54,
,,106,37.34,
,,107,37.06,
,,108,36.96,
,,109,37.44,
,,110,37.54,
,,111,37.64,
,,112,37.64,
,,113,37.74,
,,114,37.74,
,,115,38.03,
,,116,38.03,
,,117,37.93,
,,118,37.83,
,,119,38.32,
,,120,38.42,
